id,Study_Hours,Sleep_Hours,Attendance_Percentage,Previous_Score,Internet_Usage,Social_Activity_Level,Performance_Score,Pass_Fail
27911,3.93,6.76,82.69,64.17,1.61,5,61.82,1
25273,1.91,4.6,92.9,59.94,1.08,1,26.62,0
36007,3.35,6.26,92.78,67.22,1.23,4,48.11,1
23418,5.39,6.81,93.56,81.39,0.31,5,68.41,1
31568,4.91,7.43,80.45,94.07,0.05,1,62.44,1
46684,10.17,10.0,88.17,100.0,3.25,1,96.8,1
2073,5.57,6.49,93.73,45.5,0.57,2,53.66,1
29360,10.33,8.04,70.37,86.01,1.61,2,83.65,1
15292,3.3,8.23,84.73,62.33,2.9,4,43.79,1
48613,3.62,6.5,33.41,86.99,2.92,1,45.77,1
6975,2.36,8.26,86.5,54.01,1.07,2,53.05,1
2477,4.85,8.95,68.75,66.92,0.18,4,59.64,1
3610,6.8,6.39,70.32,84.02,2.29,2,73.15,1
1622,1.81,9.73,68.76,67.71,1.05,5,35.39,0
32267,1.92,6.39,68.27,57.03,3.21,2,31.8,0
16410,3.97,8.85,85.01,54.13,1.18,1,51.96,1
22942,2.62,8.54,54.76,90.81,0.7,5,42.81,1
24689,1.93,7.14,59.1,81.17,3.11,3,46.41,1
43918,5.56,8.3,91.59,73.97,3.59,3,64.21,1
1642,3.41,6.54,83.49,47.63,2.38,1,49.73,1
47074,5.03,5.88,94.27,55.31,2.56,1,58.26,1
4658,2.87,6.87,63.71,46.77,1.94,1,50.06,1
49306,3.45,9.57,80.66,68.12,4.81,1,53.25,1
42375,2.52,5.87,48.35,55.59,1.82,3,34.27,0
13326,2.82,8.41,94.25,48.68,2.16,3,53.16,1
7500,2.09,10.45,61.99,60.16,0.65,1,44.54,1
35389,1.75,6.35,73.49,45.72,3.74,1,35.39,0
11068,3.85,8.71,82.25,66.47,7.01,2,49.13,1
23901,4.79,3.24,59.68,64.6,0.85,2,54.06,1
52265,1.45,9.49,78.63,83.64,5.25,2,52.44,1
14189,2.46,8.7,92.31,69.31,0.08,4,55.56,1
43208,4.62,4.83,93.95,74.88,2.0,5,24.41,0
24860,1.57,4.45,76.67,68.95,1.66,3,37.86,0
5115,6.15,7.22,84.93,43.62,4.09,3,71.64,1
1254,5.12,8.22,89.47,74.38,0.11,4,57.28,1
27363,4.38,7.18,73.99,61.1,0.08,4,59.11,1
35406,7.53,8.28,91.14,70.21,0.59,3,77.13,1
28008,2.27,4.92,78.08,68.17,2.33,4,39.75,0
51914,4.54,4.74,71.65,47.69,1.1,1,40.49,1
586,5.47,8.23,73.15,44.34,1.23,1,63.97,1
27240,2.31,8.53,77.96,71.58,3.59,1,56.37,1
51373,3.92,5.82,66.66,64.59,0.28,4,52.78,1
39588,1.75,7.86,76.33,85.44,3.62,2,60.49,1
52907,6.13,7.57,78.34,96.95,4.85,2,77.13,1
40585,6.77,6.56,77.55,68.79,2.1,3,66.4,1
43220,3.06,7.46,73.21,62.37,0.87,4,68.22,1
8518,7.35,6.36,88.63,78.25,12.0,3,88.08,1
7781,2.03,9.45,43.06,46.26,1.83,3,32.01,0
22493,3.4,6.76,62.74,62.52,2.57,3,55.51,1
13848,11.5,6.99,65.81,94.51,2.11,2,82.58,1
49744,6.18,8.64,70.88,75.82,4.72,4,66.18,1
33014,3.65,8.05,96.27,50.05,2.79,3,52.51,1
37496,3.96,6.47,77.56,49.16,5.43,3,41.78,1
42205,2.61,9.22,90.4,48.59,1.44,5,38.28,0
3185,2.67,8.12,88.8,54.92,3.18,4,42.34,1
7616,4.04,7.94,70.1,58.32,0.53,5,64.87,1
28287,7.06,9.08,72.69,59.51,0.15,2,71.03,1
43023,5.68,6.92,43.5,45.63,0.2,4,39.99,0
6330,2.15,7.86,87.78,42.67,4.48,3,42.98,1
32209,4.48,6.63,66.23,72.04,2.46,3,60.43,1
28638,2.97,5.34,41.98,74.18,8.4,5,29.59,0
51996,3.49,8.13,41.83,81.95,0.16,1,48.39,1
2529,0.83,7.18,62.3,39.57,5.76,4,48.44,1
33496,3.52,7.62,67.03,35.07,11.91,5,47.6,1
7622,7.12,8.81,82.66,65.58,0.48,1,80.92,1
5035,4.89,4.36,82.34,97.2,0.26,2,50.17,1
9367,9.63,9.92,39.29,66.14,0.82,4,49.98,1
44398,2.53,6.81,65.67,52.42,2.04,2,66.37,1
30108,2.51,5.69,91.8,64.93,0.35,2,56.46,1
23826,3.51,6.16,68.51,69.81,0.72,3,48.61,1
27349,0.93,6.45,89.24,46.65,1.93,4,24.39,0
46178,6.19,7.63,83.94,82.16,3.23,1,86.77,1
24448,2.24,7.68,76.69,40.89,2.14,1,56.45,1
17984,2.52,5.57,76.98,74.95,2.31,4,52.28,1
1183,2.75,9.42,89.05,79.28,0.7,4,53.56,1
6436,3.41,9.3,93.32,59.62,1.13,3,43.88,1
7030,6.63,9.99,89.87,79.29,0.26,2,73.94,1
18553,3.04,4.64,66.92,59.35,0.59,5,36.33,0
4092,4.99,8.74,98.69,45.67,0.25,2,58.79,1
24416,3.21,5.5,57.41,42.21,6.39,2,53.25,1
51639,5.41,3.58,91.57,68.25,2.53,2,39.39,0
40797,2.56,5.83,68.81,59.28,0.21,4,57.74,1
21421,5.54,5.35,92.95,44.77,5.13,1,59.61,1
40440,3.16,7.03,50.94,40.92,3.91,2,38.76,0
40037,4.05,9.47,84.61,29.89,1.14,1,32.8,0
24471,1.69,6.01,98.92,54.01,3.17,5,46.37,1
23283,1.75,8.67,86.65,70.2,3.2,1,31.3,0
14279,4.2,8.11,69.12,57.89,1.69,1,47.35,1
51220,1.97,10.22,88.79,74.63,0.28,2,31.19,0
52367,1.07,4.78,30.53,59.72,3.33,5,0.0,0
40085,5.42,6.14,41.49,88.02,1.16,3,54.43,1
2580,4.71,4.61,67.26,54.34,1.1,2,26.56,0
8597,5.67,6.28,84.48,51.47,4.67,3,51.94,1
15001,3.77,6.29,95.75,68.87,4.55,3,47.05,1
43801,4.36,5.42,73.42,75.72,2.73,4,50.79,1
42222,1.25,8.38,80.59,47.05,6.97,1,30.7,0
1170,2.49,6.74,87.16,67.11,6.33,3,43.6,1
45812,4.59,6.75,60.99,53.48,1.06,4,45.89,1
14001,1.09,9.71,52.61,45.75,1.9,5,28.74,0
45965,9.11,8.45,76.24,60.84,3.85,5,57.72,1
13863,3.28,3.0,66.75,67.68,10.18,2,34.29,0
40500,3.16,6.41,61.81,65.16,0.41,4,57.05,1
46762,7.2,6.1,80.96,65.16,3.42,5,69.89,1
20227,3.33,7.41,85.52,66.29,4.05,4,69.78,1
7169,6.72,8.26,32.06,94.22,1.76,4,55.37,1
45762,4.41,7.52,76.52,85.78,1.23,4,60.05,1
5429,0.78,7.07,93.75,69.71,0.27,3,34.51,0
13950,1.43,6.45,76.78,68.97,2.17,2,52.38,1
2908,8.74,8.63,78.89,73.72,1.83,1,66.01,1
31976,1.19,5.88,61.81,36.66,2.04,3,18.47,0
20547,0.95,7.39,73.09,51.9,4.04,3,37.37,0
29391,2.3,7.64,98.59,35.68,2.11,2,57.0,1
8192,5.76,4.92,58.4,50.2,0.18,4,42.67,1
34535,3.01,5.7,75.44,55.97,11.11,1,48.37,1
45056,5.04,6.56,65.94,55.07,0.06,1,62.38,1
28930,3.85,6.69,90.96,42.66,2.2,2,44.89,1
23026,1.22,6.52,65.29,55.76,6.77,2,44.35,1
18433,15.04,6.46,81.13,100.0,3.63,2,100.0,1
39110,3.21,7.63,46.18,75.84,1.79,2,57.03,1
32462,4.56,7.0,72.44,61.18,0.51,5,53.48,1
54484,4.06,7.32,53.31,63.79,0.79,4,60.34,1
10045,3.24,4.75,95.85,63.1,1.66,2,32.55,0
17639,5.14,10.54,56.92,63.53,9.78,2,56.5,1
4385,5.82,6.63,43.34,91.16,1.26,3,54.65,1
8547,1.89,7.05,67.65,78.07,0.58,3,36.17,0
21983,2.75,9.73,85.2,69.04,1.01,3,44.58,1
15007,2.56,6.72,95.07,54.29,0.49,3,51.25,1
44992,3.01,7.45,75.66,71.17,1.59,5,56.83,1
24826,3.89,9.15,92.22,35.43,0.56,5,26.11,0
24258,6.72,8.14,91.02,88.1,7.86,4,73.36,1
2516,8.29,5.67,84.67,42.18,2.95,4,71.93,1
33245,5.28,6.6,30.0,96.38,1.94,5,37.83,0
36180,1.96,10.0,96.51,61.17,5.05,1,32.96,0
5861,1.72,5.45,55.04,61.56,0.3,1,28.97,0
26317,7.25,6.7,48.77,73.2,0.87,3,52.41,1
19762,9.05,5.58,95.61,76.51,1.06,5,78.9,1
40093,3.41,7.01,54.84,55.25,1.82,3,52.0,1
29759,6.0,6.63,78.64,46.81,0.46,5,56.52,1
5611,9.24,3.12,66.82,59.07,1.88,4,44.44,1
41728,2.98,9.91,67.8,95.97,5.34,3,54.7,1
35580,6.65,6.34,80.62,72.12,1.76,1,71.28,1
6770,2.1,6.28,87.05,50.54,0.13,2,44.84,1
18592,5.74,7.56,69.41,46.5,6.34,3,42.69,1
48145,6.98,9.86,84.11,66.69,1.54,4,66.46,1
22800,3.38,8.17,73.77,58.67,2.74,5,65.06,1
53152,6.82,5.18,61.24,62.59,0.05,4,53.77,1
1812,2.75,6.6,85.85,69.59,1.36,5,40.38,1
53975,2.51,8.94,83.66,48.97,5.67,4,51.58,1
4893,1.55,7.93,97.61,85.55,9.48,5,49.11,1
24580,1.62,6.12,78.99,66.75,0.34,4,27.08,0
48076,1.92,8.42,73.45,73.32,0.22,3,51.71,1
4129,2.44,6.22,84.34,73.35,1.41,3,47.7,1
13658,3.63,8.6,97.06,50.41,0.49,2,53.07,1
13562,2.47,8.71,39.48,46.91,4.84,4,25.4,0
19956,5.47,6.29,73.03,72.17,0.74,1,62.18,1
37897,4.68,8.08,81.3,80.07,0.36,4,67.81,1
17792,3.4,7.16,94.79,49.53,3.53,3,54.94,1
7641,8.46,7.81,90.92,43.57,0.95,3,65.49,1
39060,10.27,8.13,91.23,65.8,0.41,4,82.96,1
52411,6.36,7.32,82.29,55.81,5.36,5,53.46,1
40453,1.91,9.21,98.34,61.37,4.19,1,40.95,1
7830,7.19,4.49,74.98,60.39,2.25,4,37.59,0
8900,5.17,8.35,80.78,83.15,0.62,3,69.48,1
46030,4.31,7.77,77.24,62.98,1.38,4,55.97,1
32418,13.52,5.36,86.97,100.0,2.74,3,95.46,1
53424,7.95,7.59,50.8,66.38,4.79,2,62.37,1
27120,3.31,6.62,90.08,65.86,0.44,2,47.64,1
11169,3.86,7.23,82.91,46.02,0.68,4,67.87,1
17449,1.57,6.77,96.1,38.68,1.05,3,31.63,0
37303,5.96,6.94,77.54,92.25,3.09,2,80.68,1
15644,2.53,9.13,61.44,88.43,0.39,2,33.99,0
37143,1.88,6.41,83.54,36.11,0.57,5,31.75,0
28382,5.04,5.69,70.5,57.13,1.93,2,35.66,0
1508,6.04,8.49,89.68,91.51,0.09,2,61.8,1
51136,2.81,7.95,97.36,46.17,1.98,5,47.84,1
23968,2.36,5.89,83.62,60.96,0.62,5,53.7,1
25327,2.25,5.79,79.16,47.5,6.9,3,53.39,1
51096,7.12,7.2,75.17,54.7,3.88,3,53.28,1
32416,3.03,8.29,70.5,47.5,0.32,4,54.01,1
12754,7.3,6.33,65.03,62.5,2.08,3,77.6,1
27086,1.55,5.69,80.94,64.46,1.5,1,44.72,1
46668,1.71,4.62,80.9,51.36,5.52,4,11.94,0
32890,1.36,6.85,84.85,60.39,5.93,4,53.17,1
8837,7.24,8.78,30.0,43.41,3.13,3,48.59,1
35274,4.56,7.16,62.62,85.17,2.01,3,68.51,1
4414,4.82,9.3,84.4,68.94,7.6,5,64.71,1
49992,2.74,5.54,99.02,92.49,10.62,2,63.43,1
1813,3.02,6.35,75.99,74.5,0.92,1,48.26,1
5013,4.65,8.72,75.58,43.6,0.02,3,61.67,1
43985,3.69,6.19,60.5,62.26,2.91,3,39.77,0
34335,2.33,8.46,99.07,62.71,0.49,4,50.03,1
41734,1.59,5.35,80.79,65.24,0.92,2,33.78,0
48982,1.91,5.72,92.57,82.51,3.68,4,60.18,1
50389,4.31,6.61,68.9,50.18,1.6,1,60.54,1
19294,5.08,6.99,94.52,40.35,1.08,2,42.09,1
35079,3.47,4.06,86.14,51.55,8.41,3,22.87,0
21047,3.37,6.31,80.96,53.05,4.63,3,43.52,1
43929,4.32,7.26,65.03,74.14,6.67,2,64.3,1
1732,2.5,8.61,79.94,70.34,1.31,5,46.15,1
30595,10.32,6.21,95.3,74.21,0.08,5,85.1,1
17151,8.59,7.27,60.82,81.19,5.72,3,61.07,1
51212,1.4,7.15,87.77,35.18,0.52,3,42.81,1
17209,3.39,6.84,66.52,96.45,2.15,5,75.45,1
35159,2.06,6.53,87.27,69.96,3.69,1,49.06,1
20816,1.68,6.15,87.87,60.55,2.17,3,45.39,1
31340,1.43,6.75,81.22,59.64,3.8,1,38.16,0
25289,8.34,6.17,96.34,77.89,4.07,1,69.4,1
48538,1.58,9.78,71.13,33.94,0.3,4,20.85,0
48951,1.04,8.94,80.74,40.52,4.4,4,27.4,0
31488,2.19,6.14,90.64,56.96,3.79,1,56.57,1
46962,3.32,7.25,57.32,95.84,0.84,1,69.73,1
20091,2.07,4.88,87.31,78.49,0.91,3,37.35,0
31495,1.6,8.08,85.4,61.77,1.35,5,32.74,0
45617,5.99,4.6,88.29,88.83,0.4,5,47.36,1
10114,1.16,7.04,84.91,46.06,10.24,4,25.64,0
23012,2.31,7.9,94.62,73.14,0.2,4,60.91,1
25639,7.07,7.4,86.06,57.22,2.64,2,85.61,1
32666,7.52,7.45,84.63,82.43,0.49,5,79.01,1
26904,1.67,5.49,91.2,35.39,2.36,3,29.21,0
2983,3.65,6.99,74.07,69.79,3.48,5,69.68,1
41687,8.64,6.74,82.63,95.72,1.31,3,96.98,1
37192,5.43,6.5,79.93,93.22,8.57,2,70.15,1
2808,13.22,6.9,93.13,77.32,1.55,1,100.0,1
48017,4.69,6.16,45.53,60.53,0.46,5,45.46,1
17392,2.46,6.05,63.55,73.63,0.06,5,48.03,1
11485,2.59,5.87,88.46,68.68,2.16,2,49.49,1
3759,2.63,6.89,97.0,51.04,1.37,5,48.08,1
17395,2.86,6.42,62.57,58.66,1.33,4,42.74,1
51661,2.36,7.23,74.43,35.38,0.1,1,44.16,1
44767,5.14,6.72,68.1,57.57,2.22,5,52.3,1
30402,5.56,7.84,87.52,77.08,0.94,3,76.39,1
9282,13.86,6.31,81.59,89.13,1.29,2,87.61,1
18199,2.07,6.21,90.4,69.22,0.49,3,40.01,1
27721,1.0,5.27,57.84,46.37,0.36,3,24.74,0
32421,1.69,8.06,65.78,42.81,0.91,5,48.29,1
31431,1.61,6.34,96.64,49.1,9.99,5,20.08,0
1320,5.63,7.76,83.1,32.72,4.02,2,48.49,1
29230,4.45,7.22,83.77,65.28,1.47,5,64.66,1
42923,4.15,7.94,89.81,68.83,4.6,2,67.04,1
54943,2.35,9.41,92.5,56.13,2.2,4,49.6,1
43475,5.18,11.9,83.83,68.39,1.26,1,48.29,1
32073,3.19,3.35,97.01,40.61,2.99,4,10.72,0
13115,2.89,5.16,60.3,54.03,0.19,2,26.35,0
30526,2.79,4.21,86.88,44.27,8.23,1,22.16,0
30813,3.04,7.08,88.96,74.92,1.21,4,64.14,1
49998,3.25,6.89,73.52,64.5,2.64,5,39.73,0
33976,5.61,7.83,87.29,62.91,1.26,3,51.49,1
47517,3.31,6.77,92.99,83.58,2.18,5,66.29,1
11592,2.01,8.66,58.49,47.57,1.72,3,50.87,1
26445,4.85,5.82,98.61,87.1,7.47,2,71.64,1
15815,4.24,5.89,87.21,56.71,0.49,5,48.77,1
21204,3.91,5.52,67.63,70.32,0.18,3,45.55,1
30488,1.27,5.51,77.21,63.18,0.09,3,19.28,0
24591,3.13,6.78,82.15,53.4,1.19,4,61.37,1
47471,1.88,9.56,90.78,58.69,2.92,4,46.02,1
46946,1.55,7.92,94.79,52.65,0.55,5,33.86,0
4837,1.84,7.1,91.7,17.77,5.55,4,31.14,0
24995,9.9,5.67,46.25,100.0,0.99,5,48.81,1
33163,2.08,8.9,74.93,43.36,0.22,1,56.56,1
3105,3.84,9.63,65.25,59.23,1.0,3,54.29,1
6374,1.37,9.05,70.31,54.81,0.57,1,42.28,1
1176,1.1,6.52,86.87,46.74,1.22,3,44.62,1
43810,7.83,7.25,83.46,78.14,2.24,3,90.63,1
15665,4.55,7.53,79.03,76.81,0.57,4,62.22,1
18604,5.91,5.23,70.55,67.55,0.38,5,52.17,1
43559,3.37,9.76,97.37,74.86,0.73,1,49.47,1
29943,5.23,6.32,93.22,65.51,3.33,2,66.87,1
6329,2.81,4.43,83.35,54.97,0.97,3,35.01,0
6391,3.64,7.57,89.52,62.5,5.89,1,64.25,1
17642,6.7,3.99,80.77,100.0,2.57,5,55.97,1
17632,1.86,8.33,41.71,65.79,2.12,1,35.81,0
33442,2.45,7.42,80.09,81.74,0.82,5,65.26,1
24546,3.71,9.2,75.26,56.98,2.82,1,38.35,0
33882,8.71,8.64,30.0,84.65,3.52,5,47.51,1
10735,2.04,7.51,97.5,73.81,0.33,3,43.6,1
20852,1.42,3.0,60.12,36.23,0.86,1,4.77,0
18966,5.93,6.3,78.74,89.58,1.25,5,71.53,1
51640,2.54,5.88,89.0,53.29,2.01,5,59.34,1
12634,2.03,5.58,90.25,50.78,0.65,5,64.52,1
40220,1.98,9.01,82.81,46.78,1.1,5,43.86,1
42682,2.94,6.42,90.51,61.23,2.54,1,59.57,1
51645,3.18,6.96,88.18,79.88,4.76,1,67.99,1
54542,1.77,7.66,52.68,51.39,2.59,5,58.32,1
40909,3.19,5.4,96.32,91.22,0.77,3,58.47,1
45713,2.44,6.26,65.52,62.68,1.2,2,42.02,1
44905,11.62,8.18,88.06,92.08,1.0,1,100.0,1
3190,2.35,9.44,87.99,60.58,1.83,5,53.01,1
15551,4.8,6.71,84.17,44.23,12.0,1,56.19,1
53362,4.25,7.36,61.65,55.62,6.47,5,62.36,1
20509,2.83,5.95,95.33,84.78,1.46,2,62.4,1
28176,4.86,5.68,36.99,81.5,0.99,5,54.86,1
37134,10.09,4.68,86.03,90.9,2.15,5,61.3,1
7340,6.29,7.64,72.46,62.96,5.34,4,51.8,1
13771,4.24,6.26,95.54,39.61,0.12,5,54.88,1
21698,6.43,4.5,78.74,90.05,2.67,4,35.52,0
26717,2.54,8.32,72.8,63.87,1.57,5,56.08,1
2323,3.34,5.5,65.31,57.39,0.7,4,43.66,1
18664,6.19,6.53,63.9,100.0,0.43,5,75.87,1
7341,1.16,7.63,83.39,36.17,2.23,3,34.87,0
2550,4.63,6.29,80.0,53.58,3.74,1,61.71,1
13910,1.36,8.05,88.58,65.87,1.71,3,32.52,0
15945,3.77,8.48,84.88,50.05,4.56,2,58.41,1
12115,2.12,6.16,66.24,24.91,1.82,1,41.37,1
33389,1.85,5.93,90.68,42.44,0.24,1,24.27,0
37868,4.2,4.77,62.82,51.64,0.58,2,35.5,0
16934,3.03,4.57,37.04,59.71,1.82,4,3.5,0
22754,8.7,4.5,81.9,70.92,0.46,4,54.31,1
21856,2.71,8.53,76.81,95.47,0.73,5,72.97,1
40994,1.55,6.11,91.79,42.06,1.31,5,45.73,1
47706,2.42,8.58,97.62,53.29,1.02,4,35.57,0
24696,6.34,7.91,86.99,58.67,2.31,5,85.75,1
21477,2.52,6.57,71.16,62.73,11.72,2,49.58,1
41456,2.39,8.51,71.15,60.37,3.16,4,58.97,1
15984,0.89,8.92,52.53,55.07,0.98,1,22.05,0
14301,6.23,5.92,96.53,59.68,2.06,4,69.89,1
32965,3.23,7.09,47.65,58.07,1.1,4,45.9,1
177,1.44,7.26,91.05,31.58,0.64,3,35.62,0
49201,2.11,7.8,54.14,36.35,0.07,2,45.44,1
32775,1.84,4.29,81.41,62.44,5.34,4,8.74,0
33891,3.47,6.45,75.27,54.08,0.21,1,54.71,1
11386,1.43,6.0,48.31,57.12,2.56,5,18.27,0
15846,5.5,4.22,81.03,91.36,4.96,5,48.7,1
17307,3.6,6.25,88.59,59.03,0.13,1,46.5,1
26254,5.59,5.48,85.54,48.25,1.51,4,46.63,1
11506,2.64,5.96,65.82,57.19,0.68,2,59.28,1
22009,2.97,6.65,66.11,49.06,0.8,1,53.52,1
32645,5.05,10.19,81.84,41.47,2.69,3,39.28,0
45383,3.76,6.72,69.61,84.76,0.66,3,72.64,1
29890,3.78,6.2,73.27,56.75,1.67,5,42.61,1
45108,5.8,8.06,85.44,96.9,1.21,4,77.08,1
28093,4.47,8.9,87.19,66.86,5.16,2,57.68,1
29478,2.05,7.59,83.54,52.56,1.59,5,54.51,1
41,1.89,7.89,88.46,48.37,1.87,2,41.71,1
46528,2.31,4.32,81.17,33.44,0.26,4,30.2,0
50594,5.69,8.89,76.5,83.69,0.21,4,63.35,1
24986,2.46,6.82,69.83,75.35,0.09,1,69.06,1
35670,3.26,7.15,78.55,73.11,2.67,2,57.38,1
22001,6.28,7.71,65.13,74.96,0.28,2,61.67,1
44012,2.37,7.36,87.69,62.73,2.28,4,55.05,1
47461,3.78,4.79,78.67,71.54,0.12,5,36.07,0
41014,4.22,5.28,81.76,49.41,8.22,5,50.06,1
12709,1.53,7.04,74.58,46.58,1.3,3,31.03,0
33732,1.96,7.25,62.82,67.5,2.37,5,43.6,1
4041,1.92,9.98,73.86,51.57,0.94,3,39.26,0
9009,4.43,7.19,64.77,71.82,1.54,4,32.53,0
46447,3.96,5.97,77.43,64.23,7.02,1,51.37,1
47155,4.39,6.48,77.21,70.16,0.46,3,64.27,1
49413,2.13,4.95,81.63,81.86,1.28,4,61.55,1
52140,3.53,7.8,63.01,54.04,0.79,4,42.13,1
11057,7.76,8.26,89.23,97.61,2.79,3,87.09,1
29072,7.98,8.0,49.45,100.0,0.05,3,57.59,1
53633,1.74,5.44,74.15,59.06,2.33,3,32.09,0
23677,3.37,6.55,84.15,58.78,4.9,2,61.24,1
28472,3.02,7.4,87.96,46.56,1.93,2,65.99,1
47722,2.38,4.64,76.52,48.52,0.13,2,22.29,0
50582,8.02,10.49,76.01,59.1,2.48,2,46.97,1
25941,2.34,7.38,94.79,55.92,0.02,3,53.4,1
27347,2.74,6.9,62.55,77.97,1.68,4,48.61,1
200,3.12,9.09,41.46,36.35,1.11,5,33.01,0
9759,4.79,9.21,95.83,34.39,1.64,1,51.64,1
19887,3.64,5.66,84.91,100.0,3.4,2,67.68,1
29354,2.46,7.09,71.44,50.32,1.46,5,63.25,1
54702,3.64,6.04,91.8,83.79,0.59,5,73.01,1
19342,4.2,6.9,88.18,48.16,2.77,3,55.23,1
46113,1.57,9.32,98.9,51.17,5.3,1,52.01,1
10207,0.5,6.78,95.94,24.16,1.29,1,26.88,0
11769,3.49,6.24,54.97,49.89,8.17,3,41.72,1
50041,3.15,6.46,87.1,67.14,1.61,5,54.47,1
13543,2.5,5.87,90.61,67.8,0.4,1,55.83,1
54719,2.17,4.36,87.44,64.22,4.68,3,28.85,0
49429,2.64,6.64,86.73,44.92,0.49,4,53.31,1
25024,1.9,5.77,84.34,61.18,2.25,1,55.4,1
3929,6.94,7.11,62.42,69.63,0.51,5,52.09,1
5090,3.78,7.4,75.35,75.94,0.43,2,56.94,1
33772,4.72,6.1,77.02,58.7,0.52,3,51.69,1
42548,4.95,7.59,67.73,61.94,8.41,4,52.59,1
3427,4.12,7.08,94.84,46.44,3.64,1,55.83,1
781,1.94,8.56,70.78,54.22,4.17,4,31.95,0
45381,1.23,7.37,98.48,34.6,0.42,5,36.7,0
30168,5.73,6.96,94.38,61.2,1.59,5,63.84,1
39633,5.4,4.99,69.17,88.24,2.56,3,51.44,1
31278,4.06,6.82,71.6,46.33,2.96,4,51.7,1
22086,3.75,5.49,90.44,61.25,0.92,3,51.92,1
14775,1.84,7.75,69.83,50.48,0.38,2,37.65,0
46269,1.79,8.1,53.78,71.89,0.12,1,45.58,1
12545,6.24,8.17,91.55,70.68,1.94,4,73.06,1
42087,2.14,7.27,78.78,58.57,0.2,1,53.39,1
5897,1.36,10.56,44.67,52.5,0.11,2,13.67,0
25338,1.18,8.84,90.92,61.05,1.92,4,40.48,1
21132,1.29,5.66,85.53,73.21,2.44,3,34.14,0
34994,2.62,8.55,36.29,67.14,3.2,1,23.92,0
35805,5.71,8.51,56.76,76.01,4.44,4,67.41,1
18537,2.28,8.19,96.65,86.11,4.16,5,61.47,1
33516,1.46,9.99,85.83,22.55,0.87,1,28.95,0
31084,4.43,5.96,96.51,88.46,0.03,4,68.79,1
37725,4.22,5.91,86.24,70.41,0.92,5,59.99,1
37343,2.46,7.44,88.06,54.92,8.08,5,50.86,1
15558,5.04,6.41,87.05,79.04,1.3,3,63.06,1
18795,6.88,7.2,72.55,61.27,1.43,2,64.09,1
45130,1.82,6.02,78.15,48.31,2.22,5,23.96,0
1976,6.54,5.27,95.51,61.29,0.39,1,53.19,1
40284,6.46,6.32,86.19,84.15,2.62,2,73.84,1
49785,3.78,8.49,89.66,51.69,0.76,2,78.71,1
6632,6.8,7.34,79.62,69.53,10.7,5,60.07,1
14586,6.18,7.64,82.83,84.55,1.01,4,72.79,1
15364,1.77,7.86,74.55,24.33,2.04,3,6.53,0
1165,3.8,7.37,58.18,48.1,2.25,2,65.74,1
24146,1.69,4.59,97.9,68.53,4.07,2,34.59,0
50623,3.59,7.33,65.42,41.23,0.02,4,49.01,1
17732,2.9,7.3,92.39,50.3,3.18,1,61.43,1
13661,3.51,6.59,68.28,61.81,1.21,4,55.21,1
51853,3.58,6.55,40.24,57.04,2.08,2,36.92,0
1181,5.71,8.26,91.63,96.56,9.21,3,71.75,1
21187,1.25,4.88,82.03,62.18,7.72,5,12.13,0
11828,1.93,6.41,85.66,73.81,1.56,3,27.99,0
49165,2.85,7.29,32.22,77.53,0.82,4,40.98,1
25083,0.93,4.95,88.1,84.13,0.31,3,18.36,0
40164,1.16,5.62,86.13,77.66,8.56,2,42.41,1
20913,4.51,8.52,70.84,75.9,2.22,3,62.81,1
28253,5.4,5.2,89.98,46.59,0.02,5,59.91,1
43886,4.2,6.01,81.55,30.83,6.32,5,50.17,1
43488,6.85,6.69,91.48,31.32,3.21,3,71.24,1
2361,3.08,7.41,79.81,42.05,2.61,3,50.82,1
16032,3.07,7.18,97.55,51.36,4.53,1,63.86,1
29344,1.6,8.51,87.02,57.41,9.42,4,50.43,1
45183,2.17,6.21,88.54,20.74,1.36,3,44.37,1
32943,4.51,8.53,89.37,80.9,3.64,5,60.93,1
31520,4.54,7.52,89.11,50.31,0.81,2,52.49,1
18184,1.37,7.51,60.22,48.27,0.24,3,24.37,0
35303,1.63,6.84,60.67,65.69,1.24,3,40.13,1
37364,2.43,4.63,90.0,39.77,0.09,3,37.37,0
11873,9.47,6.42,64.59,92.04,5.21,2,84.95,1
31883,4.82,8.96,30.0,57.38,2.41,3,26.99,0
50067,3.91,6.49,84.48,55.84,0.32,1,60.5,1
11201,7.17,9.08,67.75,41.26,1.23,3,61.68,1
41147,2.68,6.74,97.36,33.63,1.82,5,40.11,1
52631,2.92,7.39,51.88,64.67,4.29,4,60.9,1
8558,4.54,7.3,90.41,50.1,2.3,3,51.66,1
12663,3.73,7.34,61.96,43.4,3.33,1,59.14,1
3420,6.95,8.37,93.47,67.12,11.81,3,78.26,1
27853,3.14,4.66,85.31,46.96,0.05,3,36.05,0
40778,5.09,7.52,87.74,57.6,2.63,4,70.69,1
1119,3.97,4.92,86.89,70.53,0.08,3,36.36,0
31930,2.98,6.79,93.41,55.46,5.34,2,48.17,1
28360,9.92,5.44,87.98,96.53,1.22,5,87.81,1
36354,4.26,8.0,96.02,66.45,2.04,5,68.33,1
16306,2.14,5.96,78.18,50.85,1.26,3,51.08,1
20125,3.73,5.5,67.77,80.15,0.71,2,57.51,1
29940,11.25,5.51,70.5,71.13,5.16,4,75.64,1
