id,Study_Hours,Sleep_Hours,Attendance_Percentage,Previous_Score,Internet_Usage,Social_Activity_Level,Performance_Score,Pass_Fail
16312,3.38,7.23,76.15,58.09,3.94,4,55.63,1
16313,4.34,10.43,64.54,40.0,4.19,1,36.11,0
16314,3.48,7.03,93.97,55.62,1.13,4,55.58,1
16315,2.17,8.95,54.43,71.29,6.84,2,47.28,1
16316,16.0,6.04,53.69,89.37,2.37,4,71.87,1
16317,3.08,9.04,82.86,42.64,3.45,3,46.45,1
16318,1.4,7.62,60.99,65.63,0.26,2,45.54,1
16319,5.71,5.88,88.37,100.0,0.11,1,77.87,1
16320,3.37,8.5,81.41,54.51,3.23,3,64.3,1
16321,3.84,5.68,58.69,52.17,0.31,4,56.05,1
16322,4.23,6.27,83.19,76.52,5.97,5,67.61,1
16323,1.52,7.91,98.7,59.01,0.19,4,38.92,0
16324,1.88,5.2,63.62,63.9,1.45,2,29.92,0
16325,6.94,7.06,84.55,88.27,2.38,4,74.75,1
16326,4.7,8.43,74.41,45.78,3.57,5,53.03,1
16327,3.47,6.19,48.09,63.08,1.89,3,32.02,0
16328,3.86,7.14,95.84,72.22,3.24,2,62.64,1
16329,3.01,7.82,59.23,47.6,0.28,4,39.73,0
16330,4.48,7.47,83.73,55.23,0.08,4,71.87,1
16331,5.31,6.78,85.29,47.11,3.8,4,56.92,1
16332,7.46,4.33,94.78,77.23,0.97,4,52.3,1
16333,15.82,4.49,92.8,100.0,1.86,2,82.63,1
16334,8.69,7.84,91.83,92.89,0.31,1,94.8,1
16335,7.45,6.19,92.56,94.16,0.74,4,69.91,1
16336,6.99,8.07,77.87,86.77,0.84,1,81.79,1
16337,4.83,5.32,75.64,68.16,0.1,5,48.77,1
16338,5.59,5.93,83.7,41.81,0.8,3,51.75,1
16339,2.46,7.54,74.6,44.47,2.73,1,48.01,1
16340,2.38,6.51,91.01,58.18,0.49,1,55.29,1
16341,7.21,5.63,74.2,72.5,3.69,3,59.59,1
16342,1.45,8.15,95.49,41.22,0.3,4,37.94,0
16343,2.47,9.88,75.91,27.63,0.22,5,35.58,0
16344,3.29,4.7,84.59,79.33,8.52,3,45.72,1
16345,4.27,6.17,83.13,76.51,0.6,2,56.39,1
16346,2.03,6.18,92.73,62.32,7.36,4,50.41,1
16347,1.77,10.15,89.32,71.31,3.06,1,39.2,0
16348,3.7,7.48,74.15,46.84,1.05,3,51.81,1
16349,2.65,6.3,71.18,42.51,2.85,3,49.88,1
16350,2.49,7.74,95.78,50.97,1.03,1,68.45,1
16351,2.9,9.12,92.81,58.94,0.68,3,63.22,1
16352,3.68,5.98,79.77,40.03,3.76,1,55.09,1
16353,2.39,4.32,76.23,49.34,0.83,4,25.62,0
16354,1.05,5.72,70.6,59.7,0.57,2,23.2,0
16355,2.59,8.5,64.33,60.09,0.55,2,50.78,1
16356,3.77,5.34,79.56,74.24,3.14,1,52.47,1
16357,3.2,3.52,68.2,63.61,2.2,2,21.71,0
16358,2.74,4.41,62.7,64.73,2.13,5,26.13,0
16359,3.77,8.93,93.85,70.18,0.71,3,57.83,1
16360,1.84,7.48,55.77,87.33,1.62,1,43.09,1
16361,3.19,9.09,45.68,66.03,0.06,2,25.8,0
16362,3.73,8.09,52.86,70.15,6.14,4,53.9,1
16363,4.37,6.41,58.33,88.48,0.25,5,70.34,1
16364,3.88,6.33,46.11,76.98,1.5,4,52.16,1
16365,0.87,6.06,70.93,28.32,6.95,1,5.87,0
16366,1.43,6.21,85.65,77.3,5.49,1,26.29,0
16367,5.42,7.03,47.26,58.26,10.02,3,34.28,0
16368,4.8,6.88,81.05,68.41,1.68,5,49.88,1
16369,0.99,6.3,89.82,41.86,1.1,4,25.3,0
16370,8.3,8.22,79.2,75.91,5.65,4,70.32,1
16371,2.33,6.16,78.71,48.86,2.99,1,50.63,1
16372,4.33,4.68,94.58,69.26,2.59,2,38.96,0
16373,4.16,4.79,93.95,61.68,0.06,1,37.42,0
16374,2.93,4.87,56.67,44.46,2.07,2,27.07,0
16375,4.37,6.73,41.76,70.87,1.46,1,17.29,0
16376,1.93,5.28,45.86,68.25,0.47,2,24.96,0
16377,1.22,4.28,85.23,63.14,11.36,5,18.47,0
16378,4.13,7.49,59.73,79.78,12.0,2,75.7,1
16379,3.62,6.51,62.8,42.52,1.73,4,39.76,0
16380,2.05,8.07,86.95,56.39,4.92,3,51.12,1
16381,0.99,6.7,88.73,42.14,0.19,4,33.81,0
16382,3.25,8.09,97.76,93.82,0.53,5,71.06,1
16383,0.85,10.17,74.52,49.85,4.05,5,6.08,0
16384,6.9,5.99,71.52,58.33,2.56,4,57.34,1
16385,2.56,5.97,82.97,33.06,0.35,2,39.11,0
16386,6.66,7.0,91.22,69.53,3.92,4,83.04,1
16387,1.23,6.6,66.99,42.48,3.7,5,34.03,0
16388,2.01,7.52,86.5,67.32,0.24,5,67.22,1
16389,3.17,8.22,93.53,39.82,1.87,2,59.68,1
16390,3.49,4.83,74.41,65.66,2.01,4,39.49,0
16391,7.53,8.49,82.66,72.56,1.81,4,78.08,1
16392,2.08,5.6,92.44,64.32,0.47,1,56.26,1
16393,3.27,6.23,53.5,66.68,0.22,1,46.12,1
16394,4.3,8.08,60.37,81.86,3.59,2,68.96,1
16395,2.01,7.76,96.07,46.96,0.85,3,37.16,0
16396,6.29,8.38,95.82,74.19,1.09,2,74.67,1
16397,9.37,7.7,90.68,71.91,8.82,5,89.17,1
16398,9.1,7.37,65.12,99.67,0.06,4,79.9,1
16399,6.94,5.88,95.23,78.23,2.28,2,90.76,1
16400,2.02,7.53,83.73,64.19,1.06,1,55.97,1
16401,9.74,6.71,87.35,56.03,0.6,1,79.28,1
16402,2.11,7.78,89.47,26.46,3.14,1,50.56,1
16403,9.5,7.54,91.65,75.01,0.34,5,82.67,1
16404,9.0,6.27,76.98,88.28,0.96,1,71.49,1
16405,3.07,9.31,89.23,61.86,2.4,3,52.57,1
16406,5.48,5.99,98.62,74.08,1.3,1,73.72,1
16407,4.86,6.61,52.24,46.26,1.63,4,42.98,1
16408,4.51,4.31,92.63,32.97,0.56,1,35.16,0
16409,2.09,6.56,76.86,74.17,12.0,4,56.87,1
16410,3.97,8.85,85.01,54.13,1.18,1,51.96,1
16411,2.48,7.43,74.92,58.31,1.67,4,50.17,1
16412,3.6,6.6,73.3,46.23,0.58,1,51.44,1
16413,5.37,7.14,84.97,53.42,3.48,1,45.47,1
16414,2.06,7.17,96.82,56.83,2.55,2,60.1,1
16415,2.45,9.52,76.62,49.37,2.52,5,37.74,0
16416,2.09,6.5,72.53,74.77,0.73,5,60.48,1
16417,2.78,7.23,85.39,59.24,0.25,5,62.62,1
16418,2.37,4.69,88.63,48.04,7.69,1,15.21,0
16419,2.7,7.11,77.21,53.67,0.83,3,55.56,1
16420,3.66,6.06,96.72,65.91,0.86,1,58.6,1
16421,5.41,7.32,64.21,67.5,2.77,4,74.58,1
16422,1.63,4.39,86.99,35.92,0.02,2,4.85,0
16423,3.08,5.3,76.26,54.5,5.01,4,46.94,1
16424,3.29,8.81,65.59,62.04,3.96,3,57.95,1
16425,2.63,6.46,49.8,76.82,5.01,5,51.53,1
16426,5.18,5.35,93.66,73.82,2.24,3,62.2,1
16427,3.13,10.83,71.17,83.89,3.22,2,45.34,1
16428,6.01,6.1,93.8,88.16,1.53,5,78.19,1
16429,3.16,9.06,89.66,39.05,0.68,2,41.34,1
16430,3.94,9.53,66.57,65.14,0.9,5,51.2,1
16431,2.25,5.6,84.39,51.71,3.97,5,41.22,1
16432,0.63,9.51,63.64,55.87,0.16,3,27.74,0
16433,6.57,7.57,82.16,87.62,1.81,3,88.46,1
16434,3.61,7.96,70.53,50.25,3.2,3,48.42,1
16435,8.31,5.52,58.88,68.02,0.8,4,55.73,1
16436,2.24,6.28,76.99,82.16,0.71,1,47.46,1
16437,4.75,6.09,70.05,52.48,1.1,5,42.51,1
16438,6.02,6.3,75.97,70.29,0.85,1,53.94,1
16439,2.45,5.36,74.75,68.94,3.17,1,41.96,1
16440,4.63,4.89,86.9,58.6,2.17,2,39.87,0
16441,4.21,9.44,81.57,24.34,1.91,1,39.43,0
16442,4.41,6.0,85.13,49.76,7.18,1,55.38,1
16443,1.37,6.2,59.01,52.33,4.83,4,17.99,0
16444,5.23,9.37,91.91,60.6,0.46,2,56.91,1
16445,3.52,3.08,99.75,60.63,0.09,5,41.02,1
16446,6.17,7.35,73.41,74.81,1.42,2,68.12,1
16447,1.69,4.53,86.37,70.6,0.88,1,12.99,0
16448,1.89,4.04,83.64,63.82,3.03,1,24.77,0
16449,2.66,5.46,70.43,100.0,0.1,5,46.75,1
16450,2.25,5.7,76.49,56.61,2.21,1,46.74,1
16451,1.59,7.12,58.01,52.61,0.65,2,40.66,1
16452,3.73,8.52,33.7,61.43,2.12,1,44.85,1
16453,3.39,4.5,71.74,43.63,0.2,1,8.1,0
16454,3.89,6.34,87.78,67.28,0.51,1,52.02,1
16455,6.05,11.28,86.6,72.86,0.5,1,79.56,1
16456,1.85,6.0,71.92,73.61,0.85,4,34.78,0
16457,6.63,7.87,87.24,92.16,0.7,2,71.16,1
16458,6.08,9.04,96.26,83.75,1.04,2,76.95,1
16459,4.93,7.78,98.38,66.88,0.41,4,60.83,1
16460,3.2,5.98,93.38,49.33,0.93,2,70.96,1
16461,2.16,6.23,79.93,77.56,1.9,5,58.1,1
16462,3.46,4.36,79.31,42.45,8.81,2,23.3,0
16463,2.26,6.17,79.9,76.34,0.48,4,51.88,1
16464,2.88,7.62,84.77,79.45,2.13,3,62.51,1
16465,5.12,7.64,90.68,63.97,3.82,5,52.88,1
16466,1.41,7.24,34.24,58.59,1.64,4,20.05,0
16467,2.16,7.05,78.29,66.06,0.83,1,71.05,1
16468,2.42,7.96,83.11,60.8,1.04,4,59.13,1
16469,2.68,9.97,66.46,57.47,3.61,1,57.88,1
16470,2.64,8.47,75.1,40.09,1.38,4,55.88,1
16471,1.47,7.14,55.51,67.34,3.18,3,47.03,1
16472,5.04,6.37,88.87,40.81,1.43,3,55.0,1
16473,6.51,8.62,73.77,68.68,0.58,5,66.78,1
16474,2.81,7.55,68.56,56.85,3.83,5,35.67,0
16475,4.41,6.61,67.92,79.08,1.83,4,56.76,1
16476,7.28,9.42,84.13,86.43,1.48,4,86.8,1
16477,3.94,3.53,52.66,82.67,2.84,1,26.55,0
16478,5.19,5.79,84.46,53.03,1.16,4,55.19,1
16479,2.82,3.53,77.33,55.09,6.1,2,36.33,0
16480,4.07,8.54,48.11,62.26,0.03,2,29.49,0
16481,3.0,7.52,74.8,61.34,0.58,3,46.32,1
16482,2.07,6.87,62.71,59.81,0.86,4,52.86,1
16483,5.02,8.07,96.58,69.25,0.95,5,49.83,1
16484,1.73,8.89,58.89,32.32,3.47,5,17.47,0
16485,1.48,5.77,79.07,61.02,10.36,2,16.94,0
16486,3.9,9.58,76.26,77.93,3.07,5,39.32,0
16487,1.95,6.89,96.09,69.79,1.2,2,37.15,0
16488,1.8,9.15,95.54,42.83,0.15,5,45.3,1
16489,3.89,5.02,86.11,49.94,0.84,5,42.07,1
16490,4.72,8.81,77.67,90.03,0.43,2,62.17,1
16491,2.11,6.96,40.66,50.3,0.74,3,38.15,0
16492,3.11,3.93,71.46,29.24,0.91,4,1.11,0
16493,2.78,6.5,77.85,55.01,1.42,1,37.8,0
16494,3.23,7.83,88.46,28.77,4.5,3,45.68,1
16495,2.14,6.35,93.19,39.39,0.05,1,56.74,1
16496,4.61,6.62,82.95,80.4,0.24,4,73.95,1
16497,4.01,9.3,90.54,68.28,0.49,5,62.26,1
16498,1.17,7.66,66.5,43.64,0.85,1,36.63,0
16499,4.76,7.28,78.59,87.32,0.41,1,67.85,1
16500,2.67,5.89,68.7,65.12,2.26,2,58.73,1
16501,6.17,8.59,74.81,90.37,4.69,4,67.76,1
16502,10.39,5.19,82.27,76.39,2.77,3,90.58,1
16503,4.29,5.96,63.14,56.48,1.25,5,60.37,1
16504,4.06,8.93,81.3,66.01,0.31,3,54.44,1
16505,0.85,7.86,81.8,49.79,4.67,3,34.59,0
16506,3.49,7.18,99.45,49.25,0.04,4,47.6,1
16507,2.78,5.4,93.91,75.51,2.86,2,68.64,1
16508,2.99,5.22,58.61,43.17,0.6,2,53.17,1
16509,3.53,5.7,92.22,58.24,0.2,2,52.08,1
16510,4.74,8.48,88.75,56.13,9.18,2,54.17,1
16511,4.31,8.66,89.34,50.19,1.15,3,53.3,1
16512,4.13,5.16,89.55,64.64,0.93,3,45.01,1
16513,3.6,7.41,91.7,39.37,1.54,3,60.04,1
16514,2.69,5.35,63.27,33.51,0.71,3,44.65,1
16515,2.98,6.07,52.67,54.63,0.7,2,35.16,0
16516,2.31,6.81,86.12,60.02,2.25,3,63.33,1
16517,3.42,8.78,62.31,49.55,3.51,4,46.13,1
16518,3.51,8.42,77.26,43.46,1.83,2,38.31,0
16519,2.23,7.73,95.03,60.67,1.8,5,49.9,1
16520,2.93,8.21,94.49,74.08,0.05,5,64.2,1
16521,8.06,7.61,93.51,60.8,1.82,4,81.37,1
16522,2.38,7.75,92.57,62.73,0.47,1,55.21,1
16523,1.95,10.14,73.9,63.2,2.4,5,23.67,0
16524,3.68,7.9,40.49,39.08,0.96,3,32.26,0
16525,2.81,7.57,85.95,57.77,6.97,4,65.81,1
16526,7.77,4.85,77.25,98.34,2.58,1,40.08,1
16527,3.87,7.47,93.16,82.97,3.25,2,69.4,1
16528,4.51,6.74,93.63,68.82,5.67,4,59.39,1
16529,2.8,6.7,87.7,63.43,1.82,1,62.57,1
16530,7.79,4.5,75.19,87.45,1.24,2,66.58,1
16531,5.44,6.69,80.81,57.41,4.64,3,55.73,1
16532,3.88,7.76,86.77,90.94,3.03,5,76.27,1
16533,2.36,6.9,99.57,51.62,2.71,4,49.8,1
16534,2.62,10.35,87.88,56.54,4.65,2,42.09,1
16535,3.97,4.13,93.08,41.25,1.93,5,42.41,1
16536,5.01,5.5,82.08,88.56,1.2,1,58.47,1
16537,1.57,10.12,83.9,82.74,0.59,4,40.54,1
16538,2.5,7.63,81.41,72.96,7.85,1,52.87,1
16539,3.65,6.77,84.16,58.71,3.8,3,44.05,1
16540,2.04,5.65,86.5,79.75,2.82,3,54.12,1
16541,2.09,6.87,97.38,56.71,0.12,5,58.42,1
16542,6.38,8.69,93.32,51.07,0.09,1,57.69,1
16543,3.96,8.34,56.8,63.53,0.53,2,45.44,1
16544,2.88,8.49,50.56,65.22,8.42,1,37.46,0
16545,1.64,6.12,94.67,75.91,1.99,3,56.82,1
16546,3.74,6.83,33.05,43.77,6.84,1,14.03,0
16547,5.73,8.12,98.02,54.52,1.02,4,62.5,1
16548,1.46,5.99,59.91,68.79,2.44,2,46.02,1
16549,3.61,7.88,82.63,69.27,2.83,5,63.11,1
16550,4.75,8.18,75.58,34.66,6.69,5,46.13,1
16551,1.57,3.3,95.12,80.9,1.49,2,20.3,0
16552,4.2,8.42,98.32,56.65,0.84,5,62.19,1
16553,4.32,5.17,58.96,35.17,2.25,2,41.76,1
16554,1.18,8.71,88.05,23.85,1.77,1,19.58,0
16555,6.0,6.09,88.03,63.22,8.42,5,79.84,1
16556,1.61,7.93,91.61,61.56,12.0,5,34.86,0
16557,6.59,8.98,82.9,71.69,0.63,5,70.57,1
16558,3.09,8.08,60.57,57.21,0.29,2,41.51,1
16559,2.74,6.73,70.75,48.13,0.32,1,44.47,1
16560,6.88,6.89,80.45,81.98,5.26,3,79.23,1
16561,5.4,6.34,91.21,61.7,4.28,2,64.48,1
16562,0.89,5.15,58.5,47.9,0.47,4,29.63,0
16563,3.88,9.01,77.96,45.01,0.92,3,49.76,1
16564,2.59,7.3,93.07,76.53,2.6,4,71.47,1
16565,1.9,6.15,66.2,61.25,1.15,4,21.57,0
16566,1.22,5.47,77.35,70.34,0.21,2,39.73,0
16567,5.87,7.81,46.24,50.4,1.35,5,37.88,0
16568,4.2,7.5,87.01,60.25,0.59,5,63.58,1
16569,4.2,8.37,57.97,71.3,1.71,3,45.32,1
16570,1.64,9.1,89.7,42.28,3.72,2,32.65,0
16571,2.62,6.27,78.15,58.92,0.75,1,59.67,1
16572,3.18,6.81,66.5,50.53,2.54,4,43.38,1
16573,2.17,5.42,74.4,36.79,0.38,1,25.7,0
16574,5.38,5.85,92.64,75.23,0.98,2,65.64,1
16575,2.88,7.64,84.03,53.51,0.35,1,67.49,1
16576,1.52,5.43,75.47,62.7,3.62,2,26.47,0
16577,3.64,6.36,88.27,50.33,2.31,1,32.32,0
16578,4.38,5.59,53.56,64.55,0.8,1,43.79,1
16579,5.44,6.28,40.03,18.65,1.56,3,17.65,0
16580,3.4,7.06,74.78,78.96,1.47,1,52.14,1
16581,6.92,7.82,78.48,65.81,3.62,5,72.66,1
16582,3.36,10.38,73.2,59.52,1.0,1,53.33,1
16583,1.23,4.63,54.22,29.41,2.39,1,0.0,0
16584,3.9,7.07,91.78,58.21,0.04,2,56.17,1
16585,2.82,6.88,93.7,62.2,0.5,2,58.24,1
16586,3.51,5.83,72.82,74.36,1.96,4,66.57,1
16587,4.96,7.14,55.76,79.51,0.84,4,65.99,1
16588,6.44,5.72,52.98,79.5,3.32,4,63.86,1
16589,2.52,8.1,85.8,31.78,4.42,2,53.45,1
16590,1.6,4.43,74.52,49.1,1.46,2,15.52,0
16591,1.79,11.09,75.48,53.02,0.7,4,34.41,0
16592,5.46,7.13,61.96,70.89,0.94,3,70.85,1
16593,2.48,8.03,84.64,63.19,0.24,2,58.49,1
16594,3.39,7.55,79.76,58.38,1.73,1,69.94,1
16595,0.5,3.0,30.0,20.0,0.0,1,15.0,0
16596,2.49,10.02,83.15,70.62,1.24,1,40.75,1
16597,1.66,7.34,98.24,36.99,0.27,1,39.51,0
16598,5.66,5.51,82.02,54.89,1.97,2,41.72,1
16599,8.9,7.71,78.03,57.74,3.0,2,62.34,1
16600,6.03,6.98,87.17,64.31,1.24,5,63.17,1
16601,2.99,11.19,85.88,29.65,1.99,4,38.15,0
16602,3.26,5.53,92.16,52.0,1.45,2,64.67,1
16603,4.2,7.92,91.46,78.48,0.26,4,72.07,1
16604,4.03,8.64,82.16,68.54,0.53,5,53.4,1
16605,4.05,5.3,79.89,57.19,2.97,5,52.21,1
16606,2.75,8.12,81.05,66.34,0.82,3,56.81,1
16607,1.04,6.14,94.64,54.83,0.49,1,36.53,0
16608,2.49,6.9,82.58,48.88,2.92,1,57.57,1
16609,5.77,5.02,87.02,97.62,0.75,2,76.71,1
16610,2.95,5.55,84.28,52.99,7.62,4,37.57,0
16611,3.75,7.36,87.46,45.96,0.79,3,40.38,1
16612,2.43,8.15,88.01,56.82,0.99,3,36.96,0
16613,2.27,8.2,30.0,94.5,3.54,4,45.42,1
16614,1.92,10.26,91.15,59.74,5.32,3,31.62,0
16615,1.63,7.33,59.11,34.97,6.32,5,37.08,0
16616,11.11,7.56,97.27,71.64,1.73,1,89.6,1
16617,2.31,9.31,76.98,50.39,4.97,5,39.83,0
16618,2.71,8.01,66.6,72.58,1.09,4,44.06,1
16619,4.61,7.18,93.12,77.22,0.29,1,69.37,1
16620,2.86,5.67,86.84,89.15,7.51,5,70.61,1
16621,2.01,8.39,92.8,51.4,0.02,3,59.2,1
16622,11.19,4.59,94.12,71.28,1.0,2,80.14,1
16623,12.44,4.8,91.04,100.0,4.54,2,83.61,1
16624,6.72,7.2,89.35,66.96,2.88,4,75.7,1
16625,2.7,8.63,89.85,43.87,0.98,5,54.25,1
16626,5.2,8.89,96.34,82.53,0.63,1,65.19,1
16627,1.7,9.53,65.8,57.62,1.21,4,27.4,0
16628,2.64,9.87,78.67,88.47,4.17,2,62.45,1
16629,4.34,6.5,63.25,91.27,7.84,4,60.67,1
16630,3.08,9.59,63.95,63.95,0.7,1,40.3,1
16631,3.84,8.86,76.14,40.81,1.74,5,59.03,1
16632,4.44,4.99,94.41,68.6,1.39,1,39.77,0
16633,2.12,5.64,91.59,61.82,5.09,4,27.1,0
16634,9.69,9.27,96.67,87.52,12.0,3,80.7,1
16635,7.04,8.34,76.57,74.52,0.92,1,61.3,1
16636,3.31,5.55,74.04,57.32,0.17,4,47.23,1
16637,5.05,5.16,91.91,100.0,1.28,1,48.32,1
16638,2.19,8.6,84.23,61.32,0.22,3,40.23,1
16639,6.11,7.08,55.22,50.52,12.0,3,46.93,1
16640,6.42,5.94,92.68,73.89,0.82,4,67.9,1
16641,2.76,5.95,93.66,37.79,1.29,3,48.92,1
16642,3.44,4.87,89.42,58.97,1.14,4,37.91,0
16643,3.15,8.52,61.75,64.45,1.6,4,39.0,0
16644,1.87,7.7,65.56,47.8,0.62,2,27.13,0
16645,3.63,8.0,82.07,58.74,8.41,1,56.73,1
16646,3.03,7.42,62.04,64.93,4.8,2,52.0,1
16647,1.43,8.88,65.06,46.45,3.73,3,31.05,0
16648,1.38,6.54,62.55,77.59,2.79,1,51.82,1
16649,4.22,10.31,98.64,75.77,1.17,2,55.85,1
16650,3.08,4.56,80.83,37.34,5.55,4,19.38,0
16651,2.25,9.14,57.44,70.09,12.0,2,49.99,1
16652,3.16,7.86,94.77,53.12,2.54,1,61.76,1
16653,5.92,6.48,87.22,46.97,4.03,3,61.88,1
16654,8.04,5.99,85.01,69.09,0.26,3,71.12,1
16655,0.94,6.59,65.26,32.99,4.73,5,25.96,0
16656,1.68,8.05,68.04,61.23,4.35,4,31.11,0
16657,8.02,6.27,85.55,93.81,7.08,3,76.1,1
16658,2.98,8.46,91.91,69.04,3.59,5,71.51,1
16659,3.16,7.45,62.32,65.92,0.85,1,60.5,1
16660,1.42,5.84,86.88,45.02,6.25,4,23.73,0
16661,0.92,6.36,90.44,48.18,1.11,5,29.19,0
16662,0.81,6.35,50.94,30.67,2.3,3,27.93,0
16663,2.27,8.44,82.96,61.98,1.7,4,65.27,1
16664,1.66,9.79,81.97,64.75,1.93,4,37.89,0
16665,3.6,8.15,54.71,66.16,0.55,3,39.82,0
16666,0.99,4.86,56.41,60.33,3.03,5,20.67,0
16667,3.08,7.48,92.13,48.64,1.55,2,60.75,1
16668,10.97,7.13,97.34,80.58,3.25,1,88.23,1
16669,1.01,7.29,81.83,50.53,0.14,5,40.95,1
16670,5.41,6.72,69.61,45.7,1.92,4,61.77,1
16671,6.31,7.65,68.34,66.42,0.56,5,60.19,1
16672,16.0,4.68,85.91,98.83,0.4,5,79.36,1
16673,3.23,6.42,92.8,79.91,2.83,5,54.2,1
16674,2.61,7.93,82.99,100.0,2.5,5,59.27,1
16675,2.31,8.43,64.98,79.94,9.4,2,58.93,1
16676,0.74,7.73,69.34,56.05,2.19,2,27.68,0
16677,2.28,7.37,81.8,53.22,0.3,3,48.2,1
16678,3.71,7.76,66.51,65.32,0.79,5,51.85,1
16679,2.23,9.62,60.59,77.07,1.68,1,30.51,0
16680,2.52,7.57,85.63,33.28,1.66,5,35.25,0
16681,3.48,6.31,71.2,90.06,0.37,2,68.8,1
16682,3.63,7.34,81.08,53.33,0.31,5,48.26,1
16683,4.9,6.01,95.61,78.18,0.07,5,70.68,1
16684,2.93,4.18,95.42,81.55,1.03,2,39.41,0
16685,3.03,5.96,42.39,75.05,0.95,3,41.5,1
16686,1.74,6.56,60.47,59.01,5.3,1,43.14,1
16687,11.81,6.74,72.69,100.0,2.95,3,90.73,1
16688,3.93,7.34,87.53,58.33,6.08,1,54.9,1
16689,4.82,3.08,66.63,88.63,3.57,5,31.59,0
16690,9.16,6.69,88.31,75.6,0.29,4,82.01,1
16691,2.3,5.8,94.26,53.23,1.14,3,57.11,1
16692,6.42,5.67,87.92,72.12,4.95,1,70.56,1
16693,2.75,9.05,85.08,68.89,0.26,2,49.28,1
16694,13.59,8.05,93.57,82.9,0.08,5,100.0,1
16695,4.99,6.93,78.57,74.35,8.35,5,66.9,1
16696,2.62,7.11,90.11,67.72,0.05,4,62.23,1
16697,7.98,9.59,93.33,79.15,0.72,4,79.78,1
16698,1.98,5.68,82.9,36.02,3.5,3,33.64,0
16699,4.62,7.95,87.03,60.4,6.44,3,50.02,1
16700,3.6,7.98,81.59,61.32,0.39,2,56.86,1
16701,2.11,6.52,51.98,64.04,0.0,3,45.74,1
16702,1.85,8.19,73.85,53.97,1.64,3,29.16,0
16703,4.95,6.37,86.86,34.45,0.97,3,35.57,0
16704,2.57,7.3,90.73,78.64,3.72,2,53.03,1
16705,2.44,9.07,84.64,62.18,1.3,2,53.62,1
16706,2.23,7.41,77.88,60.21,0.48,1,55.36,1
16707,1.91,6.68,69.92,81.52,7.02,4,45.8,1
16708,3.9,7.5,79.82,59.03,0.38,4,55.79,1
16709,1.69,6.6,30.0,58.07,0.37,3,18.79,0
16710,1.69,5.54,94.17,66.1,2.35,2,35.1,0
16711,3.52,7.25,50.83,61.44,3.93,5,49.98,1
16712,1.42,6.5,88.97,60.45,2.69,5,32.44,0
16713,2.36,8.34,84.63,53.15,2.14,3,48.2,1
16714,2.6,10.72,88.09,59.65,0.28,1,23.52,0
16715,2.08,3.94,90.52,67.5,2.17,3,29.76,0
16716,1.63,7.56,53.56,31.52,1.11,4,33.9,0
16717,3.25,5.29,89.08,39.27,0.82,2,50.44,1
16718,3.03,5.95,84.03,51.36,3.56,5,59.13,1
16719,7.32,7.17,91.31,81.28,0.44,2,82.63,1
16720,2.33,6.81,73.66,47.3,3.91,4,45.23,1
16721,1.3,7.6,63.9,49.06,3.92,1,35.56,0
16722,1.75,9.72,52.33,48.38,0.52,1,34.53,0
16723,3.37,5.65,47.01,56.6,2.19,3,40.43,1
16724,3.35,7.75,63.11,49.78,0.08,1,35.67,0
16725,8.08,6.34,36.76,60.72,1.4,5,38.92,0
16726,7.85,8.62,78.03,73.7,1.13,5,76.1,1
16727,0.7,5.16,48.62,38.43,0.18,2,13.76,0
16728,2.46,4.14,98.3,66.07,0.63,1,18.69,0
16729,3.42,6.56,74.04,46.45,0.15,2,45.82,1
16730,7.68,8.09,81.77,69.76,1.11,4,64.88,1
16731,5.39,7.61,91.37,46.93,2.67,3,58.47,1
16732,3.54,5.09,69.73,62.66,1.9,5,54.06,1
16733,2.61,5.96,81.51,64.06,1.83,5,43.69,1
16734,3.66,4.85,72.98,70.38,2.21,3,45.18,1
16735,8.22,10.53,93.54,70.43,0.89,5,54.41,1
16736,2.31,4.51,71.02,82.92,1.07,2,43.41,1
16737,4.92,5.82,86.68,42.63,0.33,4,39.37,0
16738,3.18,6.69,83.74,52.55,0.27,5,51.92,1
16739,2.45,9.81,85.68,58.88,4.11,4,42.0,1
16740,2.42,6.24,81.98,68.42,3.42,1,63.09,1
16741,0.74,6.82,81.88,56.76,2.48,2,45.42,1
16742,3.28,8.21,74.86,49.04,0.23,1,44.14,1
16743,5.7,7.35,86.52,73.18,0.66,4,63.46,1
16744,3.23,6.48,64.62,43.77,2.57,1,25.91,0
16745,9.5,7.44,60.7,62.62,1.39,4,58.38,1
16746,2.03,6.51,92.2,45.51,0.7,5,53.11,1
16747,5.51,6.96,88.4,62.62,2.46,2,57.95,1
16748,2.46,8.95,96.22,65.03,0.35,4,37.64,0
16749,4.16,6.87,51.03,61.55,4.2,4,42.35,1
16750,2.54,5.98,57.05,56.36,9.73,1,40.93,1
16751,1.29,8.61,65.98,69.28,4.91,5,25.54,0
16752,2.95,10.53,92.73,74.28,7.19,4,51.55,1
16753,4.06,8.09,79.02,72.59,0.12,1,56.17,1
16754,3.55,6.47,86.97,53.75,0.99,3,46.41,1
16755,4.96,6.99,85.96,69.97,3.26,3,64.11,1
16756,4.57,8.39,65.19,56.15,1.07,1,59.81,1
16757,1.67,8.24,37.82,20.66,4.96,4,5.35,0
16758,3.77,7.29,81.53,35.01,0.03,2,65.4,1
16759,6.0,5.35,98.25,69.29,0.92,4,53.08,1
16760,1.88,7.58,71.87,87.07,1.73,4,56.45,1
